person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
23,male,Bachelor,4449300%,200%,RENT,120000%,MEDICAL,1037%,3%,3,669,Yes,0%
21,female,Master,4915100%,100%,RENT,120000%,VENTURE,1558%,2%,4,652,Yes,0%
22,female,Bachelor,4174700%,0%,RENT,120000%,HOMEIMPROVEMENT,1461%,3%,4,508,No,100%
25,male,Associate,4867500%,400%,RENT,120000%,PERSONAL,800%,2%,4,648,No,0%
25,male,Associate,5270300%,300%,RENT,120000%,MEDICAL,849%,2%,2,612,No,0%
25,female,Master,5259500%,200%,RENT,120000%,VENTURE,991%,2%,4,611,Yes,0%
24,female,Associate,3370700%,100%,MORTGAGE,1000000%,EDUCATION,1101%,30%,2,618,Yes,0%
24,female,High School,3345600%,300%,OWN,947500%,MEDICAL,894%,28%,3,674,No,0%
22,female,Bachelor,5462000%,0%,RENT,120000%,MEDICAL,1268%,2%,3,668,No,0%
23,female,Master,4745100%,200%,RENT,120000%,DEBTCONSOLIDATION,1595%,3%,2,666,No,100%
25,female,Bachelor,5875900%,0%,RENT,120000%,EDUCATION,1268%,2%,4,631,No,0%
22,male,High School,3328600%,100%,MORTGAGE,1200000%,EDUCATION,1101%,36%,3,636,No,100%
22,female,Bachelor,3352100%,100%,MORTGAGE,500000%,DEBTCONSOLIDATION,1218%,15%,4,518,Yes,0%
25,male,High School,6690900%,0%,RENT,120000%,DEBTCONSOLIDATION,1158%,2%,4,606,Yes,0%
23,male,High School,7046900%,0%,RENT,120000%,EDUCATION,1523%,2%,4,647,Yes,0%
23,male,Bachelor,7145100%,0%,RENT,120000%,PERSONAL,1171%,2%,4,665,Yes,0%
24,male,Associate,3350900%,0%,MORTGAGE,750000%,DEBTCONSOLIDATION,1039%,22%,2,655,Yes,0%
25,male,High School,7288300%,700%,RENT,120000%,MEDICAL,766%,2%,3,667,Yes,0%
23,male,Bachelor,7326200%,0%,RENT,120000%,DEBTCONSOLIDATION,1101%,2%,3,615,Yes,0%
22,male,High School,12145400%,0%,RENT,120000%,MEDICAL,859%,1%,2,523,No,0%
24,male,Associate,1262200%,300%,RENT,130000%,EDUCATION,1273%,10%,2,509,No,100%
26,male,Associate,5027200%,400%,RENT,130000%,MEDICAL,790%,3%,4,629,Yes,0%
24,male,High School,5511800%,400%,RENT,130000%,MEDICAL,1361%,2%,4,477,Yes,0%
26,male,Master,6103000%,400%,RENT,130000%,VENTURE,699%,2%,3,679,No,0%
22,male,Master,6572500%,100%,RENT,130000%,DEBTCONSOLIDATION,1427%,2%,2,700,No,100%
25,female,Bachelor,3336600%,100%,OTHER,800000%,MEDICAL,1505%,24%,2,579,No,100%
24,male,High School,7749200%,100%,RENT,130000%,HOMEIMPROVEMENT,1349%,2%,3,599,No,100%
25,male,Associate,10753000%,0%,RENT,130000%,VENTURE,1059%,1%,4,653,Yes,0%
25,male,Bachelor,2962800%,500%,RENT,132500%,EDUCATION,1349%,4%,2,700,No,100%
24,male,Bachelor,3204000%,200%,RENT,132500%,MEDICAL,1287%,4%,4,669,No,100%
24,female,Bachelor,5418700%,0%,RENT,132500%,PERSONAL,1000%,2%,4,583,No,100%
26,female,Associate,3395700%,500%,MORTGAGE,275000%,DEBTCONSOLIDATION,963%,8%,2,552,Yes,0%
25,male,Associate,6268200%,0%,RENT,132500%,VENTURE,1479%,2%,3,669,Yes,0%
21,female,High School,2872900%,0%,RENT,135000%,VENTURE,999%,5%,2,641,Yes,0%
25,male,High School,5108300%,300%,RENT,135000%,DEBTCONSOLIDATION,542%,3%,2,591,Yes,0%
22,female,Associate,8468300%,100%,RENT,135000%,DEBTCONSOLIDATION,1268%,2%,3,583,Yes,0%
24,female,Associate,1296500%,200%,RENT,140000%,VENTURE,1083%,11%,4,655,No,0%
22,male,Master,3382400%,0%,MORTGAGE,372500%,MEDICAL,1269%,11%,2,660,No,0%
23,female,Bachelor,1877600%,300%,RENT,140000%,DEBTCONSOLIDATION,1562%,7%,3,558,No,100%
23,male,Bachelor,3365600%,400%,MORTGAGE,192500%,VENTURE,1101%,6%,3,631,Yes,0%
24,female,Master,3357100%,0%,MORTGAGE,800000%,PERSONAL,729%,24%,3,620,Yes,0%
24,female,High School,3417000%,100%,MORTGAGE,517500%,DEBTCONSOLIDATION,1099%,15%,4,642,Yes,0%
25,male,High School,3405500%,500%,MORTGAGE,900000%,EDUCATION,749%,26%,4,586,Yes,0%
24,female,Master,3686000%,0%,RENT,140000%,MEDICAL,1562%,4%,4,635,No,100%
25,male,Associate,3743600%,0%,RENT,140000%,MEDICAL,1311%,4%,2,552,Yes,0%
23,female,Associate,3420500%,0%,MORTGAGE,630000%,EDUCATION,1101%,18%,3,632,Yes,0%
22,male,Bachelor,4032900%,0%,RENT,140000%,MEDICAL,1427%,3%,4,682,Yes,0%
26,female,High School,4915400%,200%,RENT,140000%,MEDICAL,774%,3%,3,686,Yes,0%
26,male,High School,4904000%,400%,RENT,140000%,VENTURE,1186%,3%,4,611,Yes,0%
21,female,Bachelor,3439500%,0%,OTHER,350000%,MEDICAL,1442%,10%,4,621,No,100%
26,female,High School,4373900%,200%,RENT,140000%,DEBTCONSOLIDATION,1149%,3%,4,650,No,100%
26,male,High School,5480400%,300%,RENT,140000%,DEBTCONSOLIDATION,1059%,3%,4,704,No,0%
24,female,High School,3408600%,100%,MORTGAGE,200000%,PERSONAL,1427%,6%,2,622,Yes,0%
26,female,Associate,3410100%,600%,OWN,250000%,VENTURE,1171%,7%,3,629,Yes,0%
24,female,Bachelor,3413200%,600%,OWN,700000%,MEDICAL,790%,21%,4,525,No,0%
23,male,Bachelor,5165800%,0%,RENT,140000%,EDUCATION,1000%,3%,4,614,No,100%
25,male,Bachelor,3394400%,0%,MORTGAGE,1150000%,HOMEIMPROVEMENT,603%,34%,4,637,No,100%
22,male,High School,3388600%,100%,MORTGAGE,840000%,DEBTCONSOLIDATION,751%,25%,3,559,Yes,0%
24,male,Bachelor,3424800%,600%,MORTGAGE,600000%,MEDICAL,1562%,18%,2,617,No,100%
24,female,Associate,15094300%,200%,RENT,140000%,HOMEIMPROVEMENT,1101%,1%,4,640,Yes,0%
21,female,Associate,1304900%,0%,RENT,145000%,MEDICAL,751%,11%,4,661,Yes,0%
24,female,Associate,2713700%,0%,RENT,145000%,MEDICAL,1101%,5%,3,581,Yes,0%
23,male,Master,3736300%,0%,RENT,145000%,PERSONAL,1558%,4%,4,609,No,100%
24,male,Bachelor,5739800%,0%,RENT,145000%,MEDICAL,1074%,3%,4,666,Yes,0%
23,male,Master,3388900%,300%,MORTGAGE,980000%,EDUCATION,729%,29%,4,624,Yes,0%
26,female,High School,6766300%,600%,RENT,145000%,MEDICAL,1427%,2%,3,578,Yes,0%
22,female,Bachelor,12217600%,0%,RENT,147500%,EDUCATION,579%,1%,3,699,No,0%
24,male,Associate,3359900%,0%,RENT,150000%,MEDICAL,1629%,4%,4,681,No,100%
22,female,High School,3387400%,0%,RENT,150000%,DEBTCONSOLIDATION,1273%,4%,2,642,Yes,0%
25,male,High School,3433800%,200%,RENT,150000%,MEDICAL,1189%,4%,3,588,No,0%
23,female,Bachelor,3452000%,300%,RENT,150000%,PERSONAL,1417%,4%,4,666,Yes,0%
24,male,Master,3429200%,600%,OWN,1000000%,MEDICAL,1101%,29%,2,645,Yes,0%
22,male,Bachelor,3534600%,400%,RENT,150000%,EDUCATION,1101%,4%,4,521,Yes,0%
22,female,Associate,3407900%,0%,OWN,960000%,EDUCATION,859%,28%,3,661,No,0%
23,male,Master,3419700%,100%,MORTGAGE,120000%,EDUCATION,1392%,4%,3,655,Yes,0%
24,male,Associate,3501800%,0%,RENT,150000%,EDUCATION,1146%,4%,4,660,No,0%
23,female,High School,3521400%,300%,RENT,150000%,MEDICAL,774%,4%,3,648,No,0%
23,female,Master,3685100%,0%,RENT,150000%,DEBTCONSOLIDATION,751%,4%,3,640,Yes,0%
21,female,Bachelor,3712900%,0%,RENT,150000%,DEBTCONSOLIDATION,729%,4%,3,679,Yes,0%
25,male,Associate,3448900%,0%,OWN,1412500%,VENTURE,699%,41%,4,684,Yes,0%
24,male,Associate,3718000%,100%,RENT,150000%,DEBTCONSOLIDATION,1422%,4%,4,526,Yes,0%
25,male,Bachelor,3698300%,300%,RENT,150000%,EDUCATION,1682%,4%,3,652,No,100%
26,male,Master,3658200%,200%,RENT,150000%,HOMEIMPROVEMENT,1461%,4%,3,588,No,100%
21,male,Associate,3691900%,0%,RENT,150000%,DEBTCONSOLIDATION,1392%,4%,2,622,Yes,0%
23,male,Associate,3835000%,0%,RENT,150000%,DEBTCONSOLIDATION,894%,4%,3,538,Yes,0%
26,male,Bachelor,3451600%,200%,MORTGAGE,600000%,DEBTCONSOLIDATION,788%,17%,3,591,Yes,0%
25,female,Bachelor,3857000%,200%,RENT,150000%,VENTURE,1112%,4%,2,592,No,0%
25,female,High School,3894600%,300%,RENT,150000%,VENTURE,1099%,4%,4,690,No,0%
25,female,Associate,3953100%,200%,RENT,150000%,DEBTCONSOLIDATION,749%,4%,4,671,No,0%
23,male,Bachelor,3470300%,0%,OWN,480000%,PERSONAL,1599%,14%,2,674,No,0%
25,female,Associate,3957300%,200%,RENT,150000%,DEBTCONSOLIDATION,729%,4%,3,581,Yes,0%
24,female,Master,3949300%,300%,RENT,150000%,EDUCATION,1392%,4%,4,662,Yes,0%
24,male,Master,3968200%,200%,RENT,150000%,MEDICAL,991%,4%,3,587,No,100%
25,female,High School,4074700%,200%,RENT,150000%,VENTURE,1148%,4%,4,563,Yes,0%
22,female,Associate,3448400%,0%,OWN,500000%,MEDICAL,579%,14%,2,546,Yes,0%
23,male,Bachelor,3468400%,0%,OWN,420000%,EDUCATION,1472%,12%,4,632,Yes,0%
23,male,Master,3481400%,0%,OWN,925000%,MEDICAL,1075%,27%,2,668,Yes,0%
22,female,Associate,3463900%,0%,MORTGAGE,325000%,MEDICAL,1521%,9%,2,645,No,100%
22,female,High School,3472400%,0%,MORTGAGE,550000%,MEDICAL,1038%,16%,2,582,No,0%
26,male,Bachelor,4169700%,200%,RENT,150000%,MEDICAL,1941%,4%,4,671,Yes,0%
23,female,Associate,4199800%,0%,RENT,150000%,EDUCATION,699%,4%,4,642,Yes,0%
25,female,Bachelor,4307900%,100%,RENT,150000%,PERSONAL,1099%,3%,4,656,No,0%
21,female,High School,4277300%,0%,RENT,150000%,EDUCATION,579%,4%,2,659,No,0%
25,male,Associate,4312400%,200%,RENT,150000%,MEDICAL,1000%,3%,4,607,Yes,0%
23,male,Bachelor,4304800%,0%,RENT,150000%,DEBTCONSOLIDATION,888%,3%,3,683,No,0%
21,female,Associate,3481200%,0%,MORTGAGE,1000000%,EDUCATION,963%,29%,4,638,No,0%
24,female,High School,4306800%,300%,RENT,150000%,EDUCATION,1101%,3%,3,604,Yes,0%
23,male,High School,3580200%,300%,RENT,150000%,DEBTCONSOLIDATION,1459%,4%,2,605,No,100%
24,female,Bachelor,4432100%,0%,RENT,150000%,EDUCATION,1523%,3%,2,711,No,0%
24,male,Associate,4406900%,0%,RENT,150000%,PERSONAL,1000%,3%,3,646,Yes,0%
22,female,Associate,3436300%,0%,OWN,1230000%,VENTURE,662%,36%,2,555,Yes,0%
21,female,Associate,4404100%,0%,RENT,150000%,EDUCATION,1037%,3%,4,656,Yes,0%
24,female,Associate,3821400%,300%,RENT,150000%,HOMEIMPROVEMENT,1599%,4%,2,617,No,100%
22,female,High School,4662500%,0%,RENT,150000%,EDUCATION,1322%,3%,2,605,Yes,0%
25,female,High School,3437800%,200%,MORTGAGE,960000%,MEDICAL,603%,28%,3,673,No,0%
23,female,Associate,3474600%,200%,MORTGAGE,950000%,DEBTCONSOLIDATION,1562%,27%,2,630,No,100%
23,male,Bachelor,3447800%,0%,MORTGAGE,250000%,MEDICAL,599%,7%,2,664,No,0%
23,male,Bachelor,4677700%,0%,RENT,150000%,VENTURE,832%,3%,3,682,Yes,0%
23,female,High School,3459700%,0%,OWN,700000%,VENTURE,999%,20%,4,570,Yes,0%
24,female,Bachelor,4783500%,100%,RENT,150000%,MEDICAL,1562%,3%,3,664,No,0%
25,female,Bachelor,4190600%,100%,RENT,150000%,MEDICAL,1682%,4%,4,559,No,100%
23,male,Master,4898000%,300%,RENT,150000%,VENTURE,1399%,3%,2,660,No,0%
21,female,Bachelor,3471500%,0%,MORTGAGE,100000%,EDUCATION,1299%,3%,4,645,No,0%
22,female,Associate,3450000%,0%,MORTGAGE,1000000%,PERSONAL,1099%,29%,3,586,No,0%
24,male,High School,4188600%,200%,RENT,150000%,DEBTCONSOLIDATION,894%,4%,2,685,No,100%
21,male,Associate,4930200%,100%,RENT,150000%,EDUCATION,1218%,3%,4,582,Yes,0%
23,male,Master,4896400%,0%,RENT,150000%,VENTURE,1178%,3%,2,676,No,0%
22,male,Bachelor,4288700%,300%,RENT,150000%,DEBTCONSOLIDATION,1223%,3%,4,622,No,100%
26,male,Bachelor,3475800%,100%,MORTGAGE,450000%,PERSONAL,1101%,13%,2,598,No,100%
23,male,Associate,3472800%,100%,MORTGAGE,840000%,VENTURE,1099%,24%,2,661,No,0%
21,male,Associate,4997000%,0%,RENT,150000%,EDUCATION,1101%,3%,3,666,No,0%
21,male,Master,5130900%,0%,RENT,150000%,EDUCATION,579%,3%,3,696,Yes,0%
22,female,High School,4433900%,0%,RENT,150000%,EDUCATION,1316%,3%,4,613,No,100%
23,male,High School,5172800%,0%,RENT,150000%,DEBTCONSOLIDATION,1071%,3%,2,641,No,0%
25,male,Bachelor,5248600%,600%,RENT,150000%,EDUCATION,749%,3%,3,650,No,0%
23,male,Associate,3452700%,100%,MORTGAGE,400000%,EDUCATION,692%,12%,4,691,Yes,0%
23,male,High School,5436100%,0%,RENT,150000%,EDUCATION,1163%,3%,2,454,Yes,0%
22,male,Master,3479600%,200%,MORTGAGE,850000%,EDUCATION,617%,24%,2,608,Yes,0%
24,female,Master,4745300%,200%,RENT,150000%,EDUCATION,849%,3%,3,607,No,100%
23,female,Bachelor,3428600%,0%,MORTGAGE,522500%,HOMEIMPROVEMENT,1484%,15%,2,601,No,100%
23,male,High School,5483900%,200%,RENT,150000%,EDUCATION,751%,3%,4,640,Yes,0%
26,male,High School,5529000%,100%,RENT,150000%,VENTURE,1025%,3%,3,600,No,0%
25,male,Bachelor,5850900%,200%,RENT,150000%,MEDICAL,1036%,3%,3,690,No,0%
26,female,Bachelor,5138500%,400%,RENT,150000%,VENTURE,1461%,3%,3,555,No,100%
22,male,Bachelor,5209900%,100%,RENT,150000%,MEDICAL,1719%,3%,4,694,No,100%
24,male,High School,5943000%,0%,RENT,150000%,MEDICAL,1435%,3%,2,617,No,0%
24,female,High School,6122400%,200%,RENT,150000%,DEBTCONSOLIDATION,1426%,2%,2,549,Yes,0%
24,male,Master,6155200%,300%,RENT,150000%,DEBTCONSOLIDATION,1101%,2%,4,696,No,0%
25,male,High School,6154000%,300%,RENT,150000%,MEDICAL,1189%,2%,3,683,Yes,0%
24,male,Bachelor,6302200%,400%,RENT,150000%,HOMEIMPROVEMENT,1261%,2%,2,592,Yes,0%
26,male,Bachelor,6342400%,400%,RENT,150000%,VENTURE,1385%,2%,4,591,No,0%
25,male,Bachelor,3451300%,200%,OWN,1220000%,VENTURE,1253%,35%,4,636,No,0%
22,male,Associate,3505100%,300%,MORTGAGE,1075000%,DEBTCONSOLIDATION,1114%,31%,2,584,Yes,0%
21,male,Master,6332600%,0%,RENT,150000%,EDUCATION,1199%,2%,3,711,Yes,0%
24,male,High School,6574000%,0%,RENT,150000%,MEDICAL,1417%,2%,2,591,Yes,0%
25,female,Bachelor,3452000%,200%,MORTGAGE,500000%,EDUCATION,800%,14%,2,670,Yes,0%
26,male,High School,3434300%,400%,OWN,400000%,PERSONAL,1537%,12%,3,660,No,0%
23,male,Associate,6619800%,100%,RENT,150000%,PERSONAL,962%,2%,3,614,Yes,0%
25,male,Bachelor,3449200%,200%,MORTGAGE,400000%,MEDICAL,768%,12%,2,680,Yes,0%
26,female,Associate,6598700%,500%,RENT,150000%,HOMEIMPROVEMENT,1398%,2%,4,671,No,0%
24,female,Bachelor,3445000%,400%,OTHER,900000%,EDUCATION,1083%,26%,3,562,No,100%
26,female,Bachelor,6740300%,400%,RENT,150000%,MEDICAL,1284%,2%,4,650,Yes,0%
25,female,High School,6947900%,300%,RENT,150000%,HOMEIMPROVEMENT,1101%,2%,3,649,Yes,0%
21,female,Bachelor,6212400%,0%,RENT,150000%,HOMEIMPROVEMENT,1558%,2%,4,701,No,100%
22,male,Associate,6953700%,0%,RENT,150000%,MEDICAL,1136%,2%,3,654,Yes,0%
24,female,Associate,7014700%,0%,RENT,150000%,DEBTCONSOLIDATION,1075%,2%,4,600,Yes,0%
22,female,High School,7062500%,0%,RENT,150000%,EDUCATION,542%,2%,2,539,Yes,0%
22,female,Master,7300200%,100%,RENT,150000%,MEDICAL,1357%,2%,2,643,Yes,0%
25,female,Bachelor,7660000%,100%,RENT,150000%,DEBTCONSOLIDATION,1242%,2%,4,690,No,0%
25,male,Associate,7636700%,200%,RENT,150000%,VENTURE,749%,2%,4,649,No,0%
22,male,High School,8640000%,0%,RENT,150000%,EDUCATION,699%,2%,3,569,Yes,0%
24,female,Bachelor,8486000%,0%,RENT,150000%,PERSONAL,1442%,2%,4,572,No,100%
25,male,Associate,3466500%,400%,OWN,100000%,MEDICAL,963%,3%,4,633,Yes,0%
23,female,Associate,3481700%,300%,MORTGAGE,700000%,PERSONAL,1101%,20%,4,614,Yes,0%
26,female,Bachelor,11627900%,300%,RENT,150000%,PERSONAL,1101%,1%,2,641,Yes,0%
23,male,High School,18693800%,200%,RENT,150000%,MEDICAL,1101%,1%,3,539,Yes,0%
23,female,Bachelor,1251900%,300%,RENT,160000%,DEBTCONSOLIDATION,1036%,13%,2,635,No,100%
24,male,High School,3539200%,100%,MORTGAGE,600000%,MEDICAL,999%,17%,3,604,Yes,0%
21,female,High School,1531500%,0%,RENT,160000%,EDUCATION,1059%,10%,2,638,No,100%
24,female,Master,1831300%,100%,RENT,160000%,PERSONAL,1825%,9%,3,646,No,100%
24,male,Bachelor,1897300%,0%,RENT,160000%,MEDICAL,751%,8%,3,647,Yes,0%
21,male,Associate,1941800%,0%,RENT,160000%,EDUCATION,1269%,8%,2,630,No,0%
22,male,Bachelor,2704500%,0%,RENT,160000%,PERSONAL,1101%,6%,4,547,Yes,0%
24,male,Bachelor,3529100%,300%,OWN,350000%,VENTURE,1459%,10%,3,578,Yes,0%
23,male,High School,2817400%,100%,RENT,160000%,PERSONAL,1306%,6%,2,666,Yes,0%
22,female,Associate,2521600%,0%,RENT,167500%,EDUCATION,774%,7%,3,666,Yes,0%
21,male,Bachelor,3510500%,0%,OWN,480000%,EDUCATION,1287%,14%,3,581,No,0%
22,female,Associate,3503500%,0%,MORTGAGE,850000%,DEBTCONSOLIDATION,768%,24%,4,626,Yes,0%
23,female,Bachelor,3050400%,0%,RENT,167500%,MEDICAL,1111%,5%,3,617,Yes,0%
23,female,Master,3577500%,0%,RENT,167500%,PERSONAL,1521%,5%,2,621,No,100%
23,female,Associate,5646100%,300%,RENT,167500%,PERSONAL,654%,3%,3,611,No,0%
24,male,Bachelor,7309600%,200%,RENT,167500%,HOMEIMPROVEMENT,654%,2%,4,694,No,0%
21,female,High School,3518500%,0%,MORTGAGE,200000%,PERSONAL,729%,6%,4,571,Yes,0%
23,male,Bachelor,2242100%,0%,RENT,170000%,PERSONAL,1111%,8%,3,611,Yes,0%
23,male,Associate,2317700%,0%,RENT,170000%,DEBTCONSOLIDATION,999%,7%,3,671,No,0%
23,female,High School,3512400%,0%,MORTGAGE,1000000%,EDUCATION,1075%,28%,2,664,Yes,0%
23,female,Associate,5513000%,0%,RENT,170000%,DEBTCONSOLIDATION,1472%,3%,2,605,Yes,0%
21,male,Bachelor,3550000%,100%,MORTGAGE,300000%,EDUCATION,1075%,8%,2,649,Yes,0%
21,male,Associate,1223100%,0%,RENT,175000%,EDUCATION,894%,14%,2,707,No,100%
21,male,Associate,3545500%,0%,MORTGAGE,800000%,EDUCATION,890%,23%,4,571,Yes,0%
26,male,Associate,3520200%,500%,OWN,600000%,EDUCATION,890%,17%,3,583,Yes,0%
26,female,Master,1277500%,300%,RENT,175000%,VENTURE,999%,14%,4,659,No,100%
22,male,Master,3568700%,0%,OWN,887500%,EDUCATION,890%,25%,3,580,Yes,0%
22,male,High School,1344500%,200%,RENT,175000%,DEBTCONSOLIDATION,1472%,13%,3,560,No,100%
23,male,Associate,1301100%,400%,RENT,175000%,DEBTCONSOLIDATION,1505%,13%,3,542,No,100%
26,male,Master,3555400%,700%,MORTGAGE,515000%,VENTURE,662%,14%,2,667,No,0%
25,male,High School,1310700%,200%,RENT,175000%,VENTURE,749%,13%,3,624,No,100%
23,male,Master,2174100%,100%,RENT,175000%,VENTURE,1095%,8%,3,632,Yes,0%
26,male,High School,2739900%,400%,RENT,175000%,MEDICAL,1101%,6%,3,664,No,0%
23,male,High School,2817000%,0%,RENT,175000%,PERSONAL,1570%,6%,2,544,No,100%
26,female,Associate,11661200%,400%,RENT,175000%,HOMEIMPROVEMENT,654%,2%,2,621,No,0%
23,male,Associate,2853900%,100%,RENT,177500%,EDUCATION,699%,6%,4,628,Yes,0%
21,female,Associate,4886000%,0%,RENT,177500%,EDUCATION,654%,4%,3,629,Yes,0%
23,male,High School,5529700%,0%,RENT,177500%,EDUCATION,1272%,3%,2,625,Yes,0%
24,male,High School,3540700%,300%,MORTGAGE,140000%,HOMEIMPROVEMENT,890%,4%,3,588,No,100%
24,female,High School,1816200%,0%,RENT,180000%,DEBTCONSOLIDATION,692%,10%,3,659,No,0%
23,male,Bachelor,3559900%,0%,MORTGAGE,500000%,MEDICAL,1199%,14%,3,679,Yes,0%
24,male,Associate,3564000%,0%,MORTGAGE,607500%,DEBTCONSOLIDATION,849%,17%,2,573,Yes,0%
24,male,Bachelor,3560100%,200%,MORTGAGE,350000%,PERSONAL,999%,10%,4,670,Yes,0%
21,female,Bachelor,2228100%,0%,RENT,180000%,PERSONAL,662%,8%,3,643,Yes,0%
23,male,Master,3507600%,0%,MORTGAGE,1062500%,MEDICAL,1101%,30%,2,681,Yes,0%
26,male,Associate,2259000%,600%,RENT,180000%,VENTURE,1380%,8%,3,662,Yes,0%
22,female,High School,2281900%,0%,RENT,180000%,MEDICAL,1218%,8%,3,678,No,100%
24,female,Associate,3548200%,0%,OWN,750000%,EDUCATION,849%,21%,2,664,No,0%
22,female,Bachelor,3601200%,0%,MORTGAGE,1150000%,VENTURE,1101%,32%,3,550,Yes,0%
22,female,High School,3557400%,100%,MORTGAGE,1000000%,MEDICAL,749%,28%,2,679,No,0%
24,male,High School,2611000%,0%,RENT,180000%,MEDICAL,1065%,7%,2,674,No,0%
21,female,Bachelor,3558800%,0%,MORTGAGE,500000%,DEBTCONSOLIDATION,749%,14%,3,659,No,0%
22,female,Associate,3524400%,200%,OWN,1000000%,DEBTCONSOLIDATION,1649%,28%,4,594,No,0%
26,female,High School,2786000%,300%,RENT,180000%,PERSONAL,849%,6%,2,513,No,0%
23,female,High School,3540100%,0%,MORTGAGE,600000%,MEDICAL,749%,17%,2,601,Yes,0%
24,female,Bachelor,2974800%,200%,RENT,180000%,MEDICAL,1126%,6%,2,535,Yes,0%
23,female,Master,3112600%,0%,RENT,180000%,MEDICAL,1269%,6%,3,571,No,100%
25,male,High School,3542800%,100%,MORTGAGE,100000%,EDUCATION,542%,3%,3,625,No,0%
22,female,Bachelor,3575800%,200%,OWN,200000%,PERSONAL,1101%,6%,2,689,No,0%
25,female,Associate,3462100%,300%,RENT,180000%,MEDICAL,1253%,5%,3,670,Yes,0%
22,male,Bachelor,5519900%,0%,RENT,180000%,VENTURE,1649%,3%,4,601,Yes,0%
25,male,Associate,5498200%,100%,RENT,180000%,DEBTCONSOLIDATION,1261%,3%,4,648,Yes,0%
23,male,Bachelor,3549200%,0%,OWN,300000%,PERSONAL,1111%,8%,4,654,Yes,0%
23,male,Associate,3540900%,100%,MORTGAGE,840000%,DEBTCONSOLIDATION,963%,24%,3,665,Yes,0%
26,male,Master,5509400%,200%,RENT,180000%,MEDICAL,1411%,3%,2,660,No,0%
24,female,High School,3536300%,300%,OWN,600000%,VENTURE,1074%,17%,2,586,Yes,0%
22,female,Bachelor,5554800%,300%,RENT,180000%,VENTURE,1521%,3%,3,678,Yes,0%
23,female,High School,5890000%,200%,RENT,180000%,PERSONAL,1149%,3%,4,622,Yes,0%
21,male,Associate,5863800%,0%,RENT,180000%,DEBTCONSOLIDATION,1335%,3%,2,701,Yes,0%
23,male,Bachelor,6166900%,100%,RENT,180000%,VENTURE,1602%,3%,2,653,Yes,0%
21,female,Bachelor,3579800%,0%,MORTGAGE,550000%,PERSONAL,1323%,15%,2,651,Yes,0%
22,male,Associate,6932800%,0%,RENT,180000%,DEBTCONSOLIDATION,1427%,3%,3,526,Yes,0%
22,male,High School,7077200%,0%,RENT,180000%,PERSONAL,1218%,3%,2,613,No,0%
22,male,Associate,8622300%,0%,RENT,180000%,EDUCATION,1112%,2%,4,657,No,0%
22,male,Associate,8862000%,0%,RENT,180000%,VENTURE,1141%,2%,3,657,No,0%
26,female,Bachelor,9066400%,800%,RENT,180000%,VENTURE,925%,2%,2,644,Yes,0%
24,male,Bachelor,9096900%,100%,RENT,180000%,HOMEIMPROVEMENT,894%,2%,4,680,No,0%
24,male,Master,3550100%,200%,MORTGAGE,550000%,DEBTCONSOLIDATION,1101%,15%,3,554,No,0%
21,male,Master,1824000%,100%,RENT,182500%,VENTURE,1562%,10%,2,643,No,100%
22,male,High School,3549200%,100%,MORTGAGE,1450000%,PERSONAL,988%,41%,2,665,Yes,0%
25,male,Associate,2433600%,0%,RENT,182500%,PERSONAL,1268%,7%,2,594,Yes,0%
25,female,Master,3535500%,200%,MORTGAGE,625000%,HOMEIMPROVEMENT,1025%,18%,2,581,Yes,0%
24,male,Associate,4306600%,100%,RENT,185000%,EDUCATION,712%,4%,2,684,No,0%
21,male,Associate,1655500%,0%,RENT,187500%,DEBTCONSOLIDATION,699%,11%,3,630,Yes,0%
24,female,Bachelor,1856100%,400%,RENT,187500%,EDUCATION,1349%,10%,2,645,No,0%
26,male,Bachelor,2414300%,600%,RENT,190000%,DEBTCONSOLIDATION,1101%,8%,3,588,No,0%
22,male,High School,3246500%,0%,RENT,190000%,DEBTCONSOLIDATION,729%,6%,3,571,No,100%
24,male,High School,3948000%,0%,RENT,190000%,MEDICAL,1349%,5%,2,649,Yes,0%
23,male,Master,3708600%,0%,RENT,192500%,PERSONAL,1218%,5%,2,592,Yes,0%
25,male,Bachelor,5167100%,500%,RENT,192500%,EDUCATION,617%,4%,4,642,No,0%
23,male,Bachelor,2116900%,200%,RENT,195000%,DEBTCONSOLIDATION,1037%,9%,2,665,Yes,0%
22,female,Associate,3560300%,200%,MORTGAGE,200000%,MEDICAL,859%,6%,3,622,No,0%
24,male,High School,3901600%,100%,RENT,195000%,MEDICAL,1311%,5%,4,576,Yes,0%
24,male,High School,3589900%,100%,MORTGAGE,550000%,DEBTCONSOLIDATION,1298%,15%,2,575,Yes,0%
24,female,Associate,3570600%,200%,MORTGAGE,1000000%,PERSONAL,1101%,28%,2,661,Yes,0%
24,female,Bachelor,1314800%,100%,RENT,200000%,DEBTCONSOLIDATION,1025%,15%,2,623,No,100%
23,male,Master,3593600%,100%,MORTGAGE,1000000%,EDUCATION,800%,28%,2,621,Yes,0%
23,male,Bachelor,1541200%,0%,RENT,200000%,EDUCATION,774%,13%,4,528,No,100%
